ā wèi	阿魏
pèi shì suō dà kǒu yú	佩氏梭大口魚
pèi shì xiǎo dài è yú	佩氏小帶齶魚
pèi shì yuán hóu pán yú	佩氏圓喉盤魚
pèi tǎn yǐn dài lì yú	佩坦隱帶麗魚
péng hú jīn wǔ shí huā	澎湖金午時花
péng lái nǐ qiāo xíng chóng	蓬萊擬鍬形蟲
péng què duǎn xiàn xī chóng	蓬雀短腺吸蟲
péng shì liú lì tiáo qiū	朋氏瘤粒條鰍
pī jiān xiàng chǐ zhī lǐ	披肩象齒脂鯉
pí lún hé shì xīng nián	皮倫河視星鯰
pí mǎ hóng yín hàn yú	皮馬虹銀漢魚
pí pa jù yì zhī lǐ	琵琶鋸翼脂鯉
pí shì gōu chǐ zhī lǐ	皮氏鉤齒脂鯉
pí shì hóng yín hàn yú	皮氏虹銀漢魚
pí tè lā shì bīng nián	皮特拉氏兵鯰
pí tè luǒ wěn diàn mán	皮特裸吻電鰻
pí zhě fù shī zi yú	皮褶副獅子魚
pī zhēn bàn méi huā cǎo	披針瓣梅花草
pī zhēn lín guǒ xīng jué	披針鱗果星蕨
pī zhēn suì piāo fú cǎo	披針穗飄拂草
pī zhēn yè è jù huā	披針葉萼距花
pī zhēn yè jīng jié huā	披針葉旌節花
pī zhēn yè mò lì huā	披針葉茉莉花
pī zhēn yè qū qū huā	披針葉屈曲花
pī zhēn yè shān guì huā	披針葉山桂花
pī zhēn yè xiè jiǎ cǎo	披針葉蟹甲草
pī zhēn yè zhí guǎn cǎo	披針葉直管草
piān cè shé chóng cǎo jūn	偏側蛇蟲草菌
piàn mǎ fù yè ěr jué	片馬複葉耳蕨
piàn shān shì yù chǐ diāo	片山氏愈齒鯛
piān zhōu xiǎo mǒ xiāng jīng	扁舟小抹香鯨
piāo fú shòu shī zi yú	飄浮瘦獅子魚
píng áo tóng jì jū xiè	平螯同寄居蟹
píng biān yù yè jīn huā	屏邊玉葉金花
píng dōng jiǎ shé wěi cǎo	屏東假蛇尾草
píng hé nán hǎi xī xiè	平和南海溪蟹
píng kǒu zhě náng hǎi nián	平口褶囊海鯰
píng mài xiàn hǔ ěr cǎo	平脈腺虎耳草
píng qí nǐ luǒ wěn yú	平鰭擬裸吻魚
píng shì fú dù fù yú	平氏鮄杜父魚
píng tóu cū dù fù yú	平頭粗杜父魚
píng tóu dà qiāo xíng chóng	平頭大鍬形蟲
píng tóu lóng bèi hǎi nián	平頭隆背海鯰
píng tóu sū lù yóu nián	平頭蘇祿油鯰
píng tuō shì guǎ zhī lǐ	平托氏寡脂鯉
píng yuǎn nán hǎi xī xiè	平遠南海溪蟹
píng zhī huá nán xī xiè	平肢華南溪蟹
píng zhōu yuán yīng kǒu qiū	平舟原纓口鰍
píng zǐ fù shī zi yú	平紫副獅子魚
pó luó zhōu fāng wěi nián	婆羅洲方尾鯰
pó luó zhōu mán hú nián	婆羅洲鰻胡鯰
pō shì cè huáng xī chóng	潑氏側黃吸蟲
pō shì cháng wěn sōng shǔ	泊氏長吻松鼠
pò shì luǒ nán jí yú	珀氏裸南極魚
pò shì xī xíng zhī lǐ	珀氏蜥形脂鯉
pò suì jīn gāng kǒu lóng	破碎金剛口龍
pò wěi lǜ yīng zuǐ yú	破尾綠鸚嘴魚
pú chǐ zhě náng hǎi nián	葡齒褶囊海鯰
pǔ lā tún máo bí nián	普拉屯毛鼻鯰
pǔ léi kuān xiōng diàn mán	普雷寬胸電鰻
pǔ shì chún yín hàn yú	普氏脣銀漢魚
pǔ shì fù luǒ wěn yú	普氏副裸吻魚
pǔ shì gōu chǐ zhī lǐ	普氏鉤齒脂鯉
pǔ shì jiù yá zhī lǐ	普氏臼牙脂鯉
pǔ shì nǐ yuán qí yú	普氏擬圓鰭魚
qí bān hòu tún lì yú	鰭斑後臀麗魚
qí bàng zhēn jīng qì yú	奇棒真精器魚
qí chāng jiǎ shé wěi cǎo	其昌假蛇尾草
qī dài piáo jīn huā chóng	七帶瓢金花蟲
qǐ é jiǎo tuó dié luó	企鵝角駝蝶螺
qí jiāng fù yè ěr jué	綦江複葉耳蕨
qí kǒng hè dài cí luó	臍孔褐帶瓷螺
qí kǒng kuān dài cí luó	臍孔寬帶瓷螺
qì lún dùn jiè ké chóng	槭輪盾介殼蟲
qī míng sì tiān zhú yú	七冥似天竺魚
qí náng bìng zhí xī chóng	歧囊併殖吸蟲
qí qí gōu chǐ zhī lǐ	旗鰭鉤齒脂鯉
qí qí shēn jù kǒu yú	岐鰭深巨口魚
qí qí tuó bèi zhī lǐ	旗鰭駝背脂鯉
qí shì lí tiān zhú diāo	齊氏狸天竺鯛
qí shì luǒ bì bì yú	齊氏裸臂躄魚
qí shì nǐ nán jí yú	奇氏擬南極魚
qí shì sì ruò jí yú	奇氏似弱棘魚
qí shì tǎ háo lì yú	奇氏塔豪麗魚
qí suì chòu gēn zi cǎo	歧穗臭根子草
qí téng shì fāng tóu yú	齊藤氏方頭魚
qí xiōng fú shì bì yú	歧胸福氏躄魚
qí xū zhēn jù kǒu yú	歧須真巨口魚
qì xuě dùn jiè ké chóng	槭雪盾介殼蟲
qí yì dài jù kǒu yú	奇異袋巨口魚
qí yì gōu chǐ zhī lǐ	奇異鉤齒脂鯉
qí yì nuò dé zhī lǐ	奇異諾德脂鯉
qí yì shòu shī zi yú	奇異瘦獅子魚
qiān céng tǎ xiè yù luó	千層塔蟹寓螺
qián chún xīn liàng lì diāo	前唇新亮麗鯛
qián é xiǎo yè chǐ diāo	前額小葉齒鯛
qián fù luǒ liè kāo yú	前腹裸裂尻魚
qián gāng fù shī zi yú	前肛副獅子魚
qiǎn hēi dà xù xī yú	淺黑大魣蜥魚
qiǎn hēi xīn liàng lì diāo	淺黑新亮麗鯛
qiǎn hóng qí xiōng jí diāo	淺紅鰭胸棘鯛
qiǎn hóng wěi pǔ lì yú	淺紅尾樸麗魚
qiǎn huáng xiōng dà tíng niǎo	淺黃胸大亭鳥
qiān huī jù fù zhī lǐ	鉛灰鋸腹脂鯉
qiān huī zhí xiàn zhī lǐ	鉛灰直線脂鯉
qián kǒu tū hé zhī lǐ	前口突頜脂鯉
qiǎn liè fù yè ěr jué	淺裂複葉耳蕨
qián má yè fèng xiān huā	蕁麻葉鳳仙花
qián má yè lóng tóu cǎo	蕁麻葉龍頭草
qián má yè yì mǔ cǎo	蕁麻葉益母草
qiǎn sè chuáng dù fù yú	淺色牀杜父魚
qiǎn sè luǒ bèi diàn mán	淺色裸背電鰻
qiān sè tuó bèi zhī lǐ	鉛色駝背脂鯉
qián shuǐ tǐng tuó dié luó	潛水艇駝蝶螺
qián shuǐ zhōng yǔ hú dié	潛水鐘與蝴蝶
qián tún tài níng dēng yú	前臀太寧燈魚
qiān xǐ zhōng guó niǎo lóng	千禧中國鳥龍
qián xiàn píng xíng xī chóng	前腺平形吸蟲
qián yā cì yuán xī chóng	潛鴨刺緣吸蟲
qián yā shì yǎn xī chóng	潛鴨嗜眼吸蟲
qiǎn zōng sī lóng tóu yú	淺棕絲隆頭魚
qiáng jí děng cuò jiǎ nián	強棘等銼甲鯰
qiāng tóu jí xì xī chóng	槍頭棘隙吸蟲
qiáng zhuàng jí kǒu xī chóng	強壯棘口吸蟲
qiáng zhuàng lì máo bí nián	強壯礫毛鼻鯰
qiáng zhuàng shēn hǎi zhāng yú	強壯深海章魚
qiáng zhuàng xī niǎo dào lóng	強壯蜥鳥盜龍
qiáng zhuàng xiān jù kǒu yú	強壯纖巨口魚
qiáng zhuàng yóu dù fù yú	強壯疣杜父魚
qiáng zhuàng yuán shǐ zǔ niǎo	強壯原始祖鳥
qiáo jí tè pí zhī lǐ	喬吉特魮脂鯉
qiáo kē bái lèi zhī lǐ	喬科白肋脂鯉
qiǎo kè lì cān zhū luó	巧克力參珠螺
qiáo kē luǒ bèi diàn mán	喬科裸背電鰻
qiáo qí luǒ nán jí yú	喬奇裸南極魚
qiáo shì gāo shēn lì yú	喬氏高身麗魚
qiáo shì luǒ bèi diàn mán	喬氏裸背電鰻
qiáo shì nǐ yuán qí yú	喬氏擬圓鰭魚
qiáo shì sī lóng tóu yú	喬氏絲隆頭魚
qiáo shì yì tóu shī yú	喬氏異頭獅魚
qiáo shì yìng gǔ shé yú	喬氏硬骨舌魚
qiáo zhì zhí xiàn zhī lǐ	喬治直線脂鯉
qiè chǐ fù xù zhú yì	切齒副魣竺鮨
qīn jìn tóng jì jū xiè	親近同寄居蟹
qín shì jiǎ zuān máo jué	秦氏假鑽毛蕨
qīng bān dé zhōu lì yú	青斑德州麗魚
qíng bān fú shì bì yú	晴班福氏躄魚
qíng bān tū hé lì yú	晴斑突頜麗魚
qīng jìng shí zhí piáo chóng	清境食植瓢蟲
qīng lín xiǎo shā dīng yú	青鱗小沙丁魚
qīng lǜ kuò zuǐ fēng niǎo	青綠闊嘴蜂鳥
qīng māo ér yǎn jing cǎo	青貓兒眼睛草
qīng sè āi shì diàn mán	青色埃氏電鰻
qīng tíng jiǎo tuó dié luó	蜻蜓角駝蝶螺
qīng tóng xīng tiān zhú diāo	青銅星天竺鯛
qīng tóu jiǎng qí lì yú	青頭槳鰭麗魚
qīng wěi quán luǒ yīng diāo	清尾全裸鸚鯛
qīng wěi zī xiā hǔ yú	清尾鯔鰕虎魚
qīng xì jí xiā hǔ yú	青細棘鰕虎魚
qīng xiù fù yè ěr jué	清秀複葉耳蕨
qīng yì xū chún fēi yú	青翼須脣飛魚
qióng shì jiǎo sāi zhī lǐ	瓊氏角鰓脂鯉
qióng shì měi guī zhī lǐ	瓊氏美鮭脂鯉
qiū liè qí yà kǒu yú	丘裂鰭亞口魚
qiú qiāo xíng hǎi sī luó	球鍬形海螄螺
qiú shì è tóu bīng yú	裘氏鱷頭冰魚
qiū shì kē lóng bā nián	丘氏科龍巴鯰
qiū shì liè chǐ shé mán	邱氏列齒蛇鰻
qiú shì xiǎo shā dīng yú	裘氏小沙丁魚
qiú shǒu sī xiā hǔ yú	球首絲鰕虎魚
qiū tián dà má hā yú	秋田大麻哈魚
qiú xíng bāo náng xiàn chóng	球形胞囊線蟲
qiú xíng fù dài xī chóng	球形腹袋吸蟲
qiú xíng qiú máo cì xiè	球形球毛刺蟹
qiú xū dài jù kǒu yú	球須袋巨口魚
qiú xū zhēn jù kǒu yú	球須真巨口魚
qiú zhuàng fù dài xī chóng	球狀腹袋吸蟲
qiú zi fù yè ěr jué	球子複葉耳蕨
qǔ chì dāo chì fēng niǎo	曲翅刀翅蜂鳥
qǔ gāo jí kǒu xī chóng	曲睾棘口吸蟲
qǔ guǎn shí zhí piáo chóng	曲管食植瓢蟲
qū shì ěr kǒng jiǎ nián	屈氏耳孔甲鯰
qū shì jiǎng qí lì yú	屈氏槳鰭麗魚
qū shì lǜ yīng zuǐ yú	屈氏綠鸚嘴魚
qū shì nǐ jīng qì yú	屈氏擬精器魚
qū shì tū wěn lì yú	屈氏突吻麗魚
qū shì zhēn jù kǒu yú	屈氏真巨口魚
quán bān tuó bèi zhī lǐ	全斑駝背脂鯉
quǎn chǐ sī shì qián yú	犬齒斯氏潛魚
quǎn duǎn wěn shī zi yú	犬短吻獅子魚
quǎn fù zhí qì tāo chóng	犬復殖器絛蟲
quán hēi fù shī zi yú	全黑副獅子魚
quán jí bàn tū xī chóng	全棘伴突吸蟲
quán luǒ luǒ chóng chún yú	全裸裸重唇魚
quǎn yá nǐ tiān zhú diāo	犬牙擬天竺鯛
què bān lóng bèi hǎi nián	雀斑隆背海鯰
què bān wěn xiā hǔ yú	雀斑吻鰕虎魚
quē chì yíng jīn huā chóng	缺翅螢金花蟲
quē yǐng yóu biào tiáo qiū	缺影遊鰾條鰍
rè dài xià yín hàn yú	熱帶下銀漢魚
rè jiǎn yá bāo gǎn jūn	熱鹼芽胞桿菌
rè jiě xiān wéi sù jūn	熱解纖維素菌
rè nèi luó lì zhī lǐ	熱內羅麗脂鯉
rè nèi nǐ dùn jiǎ nián	熱內擬盾甲鯰
rè quán qiǎn jì jū xiè	熱泉淺寄居蟹
rèn bāo diǎn dùn zuò jūn	葚孢點盾座菌
rén chāng fù yè ěr jué	仁昌複葉耳蕨
rén chāng yù yè jīn huā	仁昌玉葉金花
rén nǐ fù pán xī chóng	人擬腹盤吸蟲
rì běn bèn jiǎ zhòu luó	日本笨甲冑螺
rì běn cháng qí fú yú	日本長鰭蝠魚
rì běn fù xiān nǚ yú	日本副仙女魚
rì běn gān xiā hǔ yú	日本竿鰕虎魚
rì běn hǎi jīng shī yú	日本海晶獅魚
rì běn hóng yín hàn yú	日本虹銀漢魚
rì běn jiǎ yǎn dì diāo	日本甲眼的鯛
rì běn luǒ píng tóu yú	日本裸平頭魚
rì běn lǜ yīng zuǐ yú	日本綠鸚嘴魚
rì běn nǐ lóng tóu yú	日本擬隆頭魚
rì běn shé chǐ qián yú	日本蛇齒潛魚
rì běn xì dù fù yú	日本細杜父魚
rì běn xīng dù fù yú	日本星杜父魚
rì běn xuàn yīng zuǐ yú	日本絢鸚嘴魚
róng hú ēn zhū lóng cǎo	容胡恩豬籠草
róng máo fǎng yín xìng xiè	絨毛仿銀杏蟹
róng máo nǐ bì kǒu xiè	絨毛擬閉口蟹
róng mián fěn jiè ké chóng	榕綿粉介殼蟲
róng wéi dùn jiè ké chóng	榕圍盾介殼蟲
róu cè dài yǎ luó yú	柔側帶雅羅魚
ròu chuí nǐ tài yáng niǎo	肉垂擬太陽鳥
róu máo xīn huā bàn xiè	柔毛新花瓣蟹
róu máo yù yè jīn huā	柔毛玉葉金花
róu ruò cāo yín hàn yú	柔弱糙銀漢魚
rǔ bàn suì niú wěi yú	乳瓣繸牛尾魚
rǔ sè cì xiā hǔ yú	乳色刺鰕虎魚
rǔ tóu jiān zhēn guǎn luó	乳頭尖真管螺
rǔ tū bàn xià kǒu nián	乳突半下口鯰
rú xíng zhù cháng xiàn chóng	蠕形住腸線蟲
rǔ yáng huáng hé jù lóng	汝陽黃河巨龍
ruǎn cì luǒ liè kāo yú	軟刺裸裂尻魚
ruǎn shēn jiù chǐ lì diāo	軟身臼齒麗鯛
ruǎn tóu hóng dù fù yú	軟頭紅杜父魚
ruǎn yǐn jí dù fù yú	軟隱棘杜父魚
ruì cì qiǎn jì jū xiè	銳刺淺寄居蟹
ruì tóu píng ěr xiǎo cǎo	銳頭瓶爾小草
ruò chǐ lóng zhàn lì yú	弱齒龍佔麗魚
ruò xiù lín piāo fú cǎo	弱鏽鱗飄拂草
sà bǐ gāng guǒ lì yú	薩比剛果麗魚
sà hú ěr guāng sāi yú	薩胡爾光鰓魚
sà shì bā lā guī nián	薩氏巴拉圭鯰
sà shì fēi zhōu zhī lǐ	薩氏非洲脂鯉
sà shì tóu kǒng diàn mán	薩氏頭孔電鰻
sà shì tū hé zhī lǐ	薩氏突頜脂鯉
sà shì xiǎo yín hàn yú	薩氏小銀漢魚
sāi bā lǔ dé shì jūn	塞巴魯德氏菌
sāi fēn xìng shuāng xī chóng	鰓分性雙吸蟲
sāi fú xiōng zhuó diàn mán	塞弗胸啄電鰻
sāi gài fù shī zi yú	鰓蓋副獅子魚
sāi kè bīng dù fù yú	塞克冰杜父魚
sāi lǐ shì hóng niáng yú	塞里氏紅娘魚
sāi lún nài shā lì yú	塞倫奈沙麗魚
sāi shé ěr jí lín yú	塞舌爾棘鱗魚
sāi shé ěr jù lín yú	塞舌爾鋸鱗魚
sāi shì luǒ dǐng zhī lǐ	塞氏裸頂脂鯉
sāi shì niǎo zuǐ yì lóng	塞氏鳥嘴翼龍
sāi shì wén guī zhī lǐ	塞氏紋鮭脂鯉
sāi shì xiǎo xiàng qí nián	塞氏小項鰭鯰
sāi shì yī lín yóu nián	塞氏伊林油鯰
sāi shì yóu tā zhī lǐ	塞氏猶他脂鯉
sāi shì zhēn jù kǒu yú	塞氏真巨口魚
sāi xí ěr fù fēi lǐ	塞席爾副緋鯉
sāi yé shì xià zhī lǐ	塞耶氏下脂鯉
sāi yé shì yuè lì yú	塞耶氏悅麗魚
sān bān jiǎng qí lì yú	三斑槳鰭麗魚
sān bān kè chǐ què diāo	三斑刻齒雀鯛
sān bān xiàn wén táo nián	三斑線紋陶鯰
sān chā shí fǔ zhī lǐ	三叉石斧脂鯉
sān chǐ bàn niè zhī lǐ	三齒半齧脂鯉
sān chǐ bàn xiàn zhī lǐ	三齒半線脂鯉
sān chǐ fǎng duǎn jiǎng xiè	三齒仿短槳蟹
sān chǐ zhí xiàn zhī lǐ	三齒直線脂鯉
sān cì ǎi bā jiǎo yú	三刺矮八角魚
sān cì nǐ cì máo xiè	三刺擬刺毛蟹
sān cì tóng jì jū xiè	三刺同寄居蟹
sān dài hóng yín hàn yú	三帶虹銀漢魚
sān dài jīn chì què diāo	三帶金翅雀鯛
sān dài lián qí chún yú	三帶連鰭唇魚
sān dài shé tiān zhú diāo	三帶舌天竺鯛
sān dài tǒng jīn huā chóng	三帶筒今花蟲
sān diǎn cháng qí yīng diāo	三點長鰭鸚鯛
sān fēng shā zhuī chǐ shā	三峰砂錐齒鯊
sān hóng qí lì zhī lǐ	三紅鰭麗脂鯉
sān jǐ xiàn jì jū xiè	三脊線寄居蟹
sān jiǎo chǐ jǐn xiāng cǎo	三角齒錦香草
sān jiǎo cì chǐ yuán cǎo	三角刺齒緣草
sān jiǎo è fèng xiān huā	三角萼鳳仙花
sān jiǎo guāng sāi què diāo	三角光鰓雀鯛
sān jiǎo jí shēn gōu nián	三角棘身鉤鯰
sān jiǎo jīn máo luǒ jué	三角金毛裸蕨
sān jiǎo mì guāng sāi yú	三角密光鰓魚
sān jiǎo yè cù jiāng cǎo	三角葉酢漿草
sān jiǎo yè jiǎ lěng jué	三角葉假冷蕨
sān jiǎo yè lín máo jué	三角葉鱗毛蕨
sān jiǎo yè líng chǐ jué	三角葉陵齒蕨
sān jiǎo yè lǘ tí cǎo	三角葉驢蹄草
sān jiǎo yè xiè jiǎ cǎo	三角葉蟹甲草
sān jiǎo zhōu shuāng xū chóng	三角洲雙須蟲
sān liè jiǎ fú wáng cǎo	三裂假福王草
sān qí dī jì jū xiè	三崎低寄居蟹
sān qí zhēn jù kǒu yú	三歧真巨口魚
sān xiàn āi shì diàn mán	三線埃氏電鰻
sān xiàn suō dà kǒu yú	三線梭大口魚
sān xiàn xīn chún zhī lǐ	三線新脣脂鯉
sān xiàn yǐn dài lì yú	三線隱帶麗魚
sān xiǎo yè cuì què huā	三小葉翠雀花
sān yè guāng sāi què diāo	三葉光鰓雀鯛
sān yè tuō méi zhī lǐ	三葉託梅脂鯉
sān zhái wén jì jū xiè	三宅紋寄居蟹
sān zhái yuán jì jū xiè	三宅原寄居蟹
sān zhǐ xīn lú tiào shǔ	三趾心顱跳鼠
sēng mào nèi lù xī xiè	僧帽內陸溪蟹
sēng mào wǎ ní gōu luó	僧帽瓦尼溝螺
shā dì suì niú wěi yú	沙地繸牛尾魚
shā dīng fù xiàn zhī lǐ	沙丁副線脂鯉
shā dīng guī kǒu bō yú	沙丁鮭口波魚
shā dīng huá yín hàn yú	沙丁滑銀漢魚
shā dīng xiǎo guī zhī lǐ	沙丁小鮭脂鯉
shā dīng xiǎo yín hàn yú	沙丁小銀漢魚
shā lā tuó bèi zhī lǐ	沙拉駝背脂鯉
shā mǐ shì nǐ bái yú	沙米氏擬白魚
shā qī fù shī zi yú	沙棲副獅子魚
shā qī xiàn qí diàn mán	砂棲線鰭電鰻
shā quǎn yá shí shǒu yú	沙犬牙石首魚
shā shì ǎi cháng hé yú	沙氏矮長頜魚
shā shì hóng yín hàn yú	沙氏虹銀漢魚
shā shì wěn bǎn jiǎ nián	沙氏吻板甲鯰
shā tè sì zhēn xiǎo lǐ	沙特似真小鯉
shā yīn shì xī zhī lǐ	沙因氏溪脂鯉
shān dōng jiǎ tí gài jué	山東假蹄蓋蕨
shǎn guāng lián qí chún yú	閃光連鰭唇魚
shǎn guāng zhí xiàn zhī lǐ	閃光直線脂鯉
shān hú hǎi nǐ kuī yú	珊瑚海擬盔魚
shān kǒu cháng pú táo luó	山口長葡萄螺
shān lǎn liàn jiè ké chóng	山欖煉介殼蟲
shǎn liàng qí jù kǒu yú	閃亮奇巨口魚
shàn qí jiù chǐ lì diāo	扇鰭臼齒麗鯛
shàn qí qiào zuǐ zhī lǐ	扇鰭翹嘴脂鯉
shàn wěi yǐn dài lì yú	扇尾隱帶麗魚
shān xī sà wǎ nà qiū	山溪薩瓦納鰍
shān xià shì nǐ kuī yú	山下氏擬盔魚
shàn xíng tài lè dēng yú	扇形泰勒燈魚
shān yáng biǎn tǐ xī chóng	山羊扁體吸蟲
shān yáng chòu hǔ ěr cǎo	山羊臭虎耳草
shǎn yào zǐ ěr fēng niǎo	閃耀紫耳蜂鳥
shān yīn shuǐ sēn shì qiū	山陰水森氏鰍
shān zōng biǎn tiě jiǎ chóng	山棕扁鐵甲蟲
shàng hǎi jiān zhēn guǎn luó	上海尖真管螺
shàng xié dāo yǔ ěr jué	上斜刀羽耳蕨
shào dé guī jīn huā chóng	紹德龜金花蟲
shǎo dēng hēi jù kǒu yú	少燈黑巨口魚
shǎo dēng tài níng dēng yú	少燈太寧燈魚
shǎo fú dà sī yóu nián	少輻大絲油鯰
shǎo fú yì cháng hé yú	少輻異長頜魚
shǎo huā máo zhóu suō cǎo	少花毛軸莎草
shǎo jí guān fèng xī chóng	少棘冠縫吸蟲
shǎo lín gōu chǐ zhī lǐ	少鱗鉤齒脂鯉
shǎo lín xīn guāng chún yú	少鱗新光脣魚
shǎo lín yǐn dài lì yú	少鱗隱帶麗魚
shǎo qí shēn hǎi dài yú	少鰭深海帶魚
shǎo qí shēn jù kǒu yú	少鰭深巨口魚
shǎo suì xì bǐng biāo cǎo	少穗細柄藨草
shǎo wén hēi jù kǒu yú	少紋黑巨口魚
shǎo yá fù shī zi yú	少牙副獅子魚
shě jì lā hǔ ěr cǎo	舍季拉虎耳草
shé kǒu yì xīng shān yú	蛇口異星衫魚
shé tóu píng jiān guāng yú	蛇頭平肩光魚
shé yǎn xiǎo guī zhī lǐ	蛇眼小鮭脂鯉
shēn gōu jù pán xī chóng	深溝巨盤吸蟲
shēn gōu shuāng rèn gǔ luó	深溝雙刃骨螺
shēn hǎi dùn wěn yòu yú	深海鈍吻鼬魚
shēn hǎi fù shī zi yú	深海副獅子魚
shēn hǎi hēi tǐ shé mán	深海黑體蛇鰻
shēn hǎi jù hēi tóu yú	深海鋸黑頭魚
shēn hǎi nǐ jí qié yú	深海擬棘茄魚
shēn hǎi nǐ sān jí tún	深海擬三棘魨
shēn hǎi tū wěn qián yú	深海突吻潛魚
shēn hǎi yóu kāng jí mán	深海油康吉鰻
shēn huī luǒ bèi diàn mán	深灰裸背電鰻
shēn lán jiǎng qí lì yú	深藍槳鰭麗魚
shēn liè kuàng jù què diāo	深裂眶鋸雀鯛
shén miào nǐ xiāng shǒu xiè	神妙擬相手蟹
shén nóng wěn xiā hǔ yú	神農吻鰕虎魚
shēn shān biǎn qiāo xíng chóng	深山扁鍬形蟲
shěn shì jiān pá yán qiū	沈氏間爬巖鰍
shěn shì qiǎn xiōng xī xiè	沈氏淺胸溪蟹
shēn shuǐ chuáng dù fù yú	深水牀杜父魚
shēn shuǐ fù shī zi yú	深水副獅子魚
shēn shuǐ gāo shēn lì yú	深水高身麗魚
shēn shuǐ píng jiān guāng yú	深水平肩光魚
shèn yuán dùn jiè ké chóng	腎圓盾介殼蟲
shēn zǐ lù jì jū xiè	深紫陸寄居蟹
shēn zōng fù shī zi yú	深棕副獅子魚
shēn zōng sī lóng tóu yú	深棕絲隆頭魚
shēng bāo shì xiān wéi jūn	生孢噬纖維菌
shèng lú xī yà hēi què	聖盧西亞黑雀
shéng zhuàng yǐn dài lì yú	繩狀隱帶麗魚
shī bā dé cì kāo yú	施巴德刺尻魚
shī bí zhí dù fù yú	獅鼻直杜父魚
shī bó jiā qiāng yóu yú	詩博加槍魷魚
shì dài wú chǐ zhī lǐ	飾帶無齒脂鯉
shì dài xiǎo guī zhī lǐ	飾帶小鮭脂鯉
shì dài xīn guāng chún yú	飾帶新光脣魚
shí èr jí liù dòng chóng	十二棘六洞蟲
shí èr zhù jí qiú chóng	十二柱棘球蟲
shǐ fán zhū mǔ lì yú	史凡珠母麗魚
shī hòu xiàn shuāng xī chóng	鰤後線雙吸蟲
shǐ kuí shì àn ào yì	史奎氏暗澳鮨
shǐ lái dé lì jī chóng	始萊得利基蟲
shì lěng yá bāo gǎn jūn	嗜冷芽胞桿菌
shí lín máng gāo yuán qiū	石林盲高原鰍
shī lín tōng gōng zhǔ niǎo	詩琳通公主鳥
shí lín zhēn qín zhī lǐ	十鱗真琴脂鯉
shì lǐng péng tuǐ fēng niǎo	飾領蓬腿蜂鳥
shī mǐ dé shī zi yú	施米德獅子魚
shí qín yán yǎ luó yú	食芹巖雅羅魚
shì rè hù yíng gǎn jūn	嗜熱互營桿菌
shī sè xiǎo xiàng qí nián	獅色小項鰭鯰
shí shān xì gěng xiāng cǎo	石山細梗香草
shī shì bàn xiàn zhī lǐ	施氏半線脂鯉
shī shì fǎng táo lè nián	施氏仿陶樂鯰
shǐ shì gōng dù fù yú	史氏弓杜父魚
shī shì hòu chún lì yú	施氏厚唇麗魚
shǐ shì jí kǒu xī chóng	史氏棘口吸蟲
shǐ shì jīn chì què diāo	史氏金翅雀鯛
shǐ shì kè chǐ què diāo	史氏刻齒雀鯛
shǐ shì měi xiā hǔ yú	史氏美鰕虎魚
shǐ shì nǐ jīng qì yú	史氏擬精器魚
shǐ shì nuò dé zhī lǐ	史氏諾德脂鯉
shǐ shì xì hóu pán yú	史氏細喉盤魚
shǐ shì xià kǒu qīng nián	史氏下口蜻鯰
shī shì xiǎo yín hàn yú	施氏小銀漢魚
shī shì xiōng zhuó diàn mán	施氏胸啄電鰻
shī shì xué bā jiǎo yú	施氏穴八角魚
shī shì yóu hú guā yú	施氏油胡瓜魚
shī shì yuán yàn lì yú	施氏圓咽麗魚
shǐ shì zhēn jù kǒu yú	史氏真巨口魚
shǐ shì zhēn yuán qí yú	史氏真圓鰭魚
shī shì zhǔn shé chún yú	施氏準舌脣魚
shī wǎ cí shì bīng nián	施瓦茨氏兵鯰
shī wáng gāo dì lì yú	獅王高地麗魚
